"persona","cognome","nome","dataNascita","nato","luogoNascita","genere","collegio","nomeGruppo","sigla","commissione","aggiornamento","descrizione"
"http://dati.camera.it/ocd/persona.rdf/p308101","MANTOVANI","LUCREZIA MARIA BENEDETTA","19840520","nato a MILANO, MILANO, LOMBARDIA, il 20.05.1984","MILANO","female","LOMBARDIA 1 - P02",,,"DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA",2025-04-02 13:13:03,"Laurea in scienze linguistiche e letterature straniere; Imprenditrice"
"http://dati.camera.it/ocd/persona.rdf/p308101","MANTOVANI","LUCREZIA MARIA BENEDETTA","19840520","nato a MILANO, MILANO, LOMBARDIA, il 20.05.1984","MILANO","female","LOMBARDIA 1 - P02",,,"XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2025-04-02 13:13:03,"Laurea in scienze linguistiche e letterature straniere; Imprenditrice"
"http://dati.camera.it/ocd/persona.rdf/p308101","MANTOVANI","LUCREZIA MARIA BENEDETTA","19840520","nato a MILANO, MILANO, LOMBARDIA, il 20.05.1984","MILANO","female","LOMBARDIA 1 - P02",,,"COMMISSIONE PARLAMENTARE PER L'INFANZIA E L'ADOLESCENZA",2025-04-02 13:13:03,"Laurea in scienze linguistiche e letterature straniere; Imprenditrice"
"http://dati.camera.it/ocd/persona.rdf/p307568","CANNIZZARO","FRANCESCO","19820624","nato a REGGIO DI CALABRIA, REGGIO DI CALABRIA, CALABRIA, il 24.06.1982","REGGIO DI CALABRIA","male","CALABRIA - P01",,,"V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2025-03-26 13:10:58,"Laurea in scienze sociali per la cooperazione, lo sviluppo e la pace; Imprenditore"
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01",,,"COMITATO PER LE INCOMPATIBILITA', LE INELEGGIBILITA' E LE DECADENZE",2025-04-02 13:12:43,"Laurea in scienze della comunicazione e dell'amministrazione; Agente di assicurazione"
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01",,,"COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE",2025-04-02 13:12:43,"Laurea in scienze della comunicazione e dell'amministrazione; Agente di assicurazione"
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01",,,"COMMISSIONE PARLAMENTARE DI VIGILANZA SULLA CASSA DEPOSITI E PRESTITI",2025-04-02 13:12:43,"Laurea in scienze della comunicazione e dell'amministrazione; Agente di assicurazione"
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01",,,"COMMISSIONE CONSULTIVA PER LA CONCESSIONE DI RICOMPENSE AL VALORE E AL MERITO CIVILE",2025-04-02 13:12:43,"Laurea in scienze della comunicazione e dell'amministrazione; Agente di assicurazione"
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01",,,"GIUNTA DELLE ELEZIONI",2025-04-02 13:12:43,"Laurea in scienze della comunicazione e dell'amministrazione; Agente di assicurazione"
"http://dati.camera.it/ocd/persona.rdf/p306064","SOTTANELLI","GIULIO CESARE","19700410","nato a ARBON, SVIZZERA, il 10.04.1970","ARBON","male","ABRUZZO - P01",,,"VI COMMISSIONE (FINANZE)",2025-04-02 13:12:43,"Laurea in scienze della comunicazione e dell'amministrazione; Agente di assicurazione"
"http://dati.camera.it/ocd/persona.rdf/p308762","BENVENUTI GOSTOLI","STEFANO MARIA","19760117","nato a ANCONA, ANCONA, MARCHE, il 17.01.1976","ANCONA","male","MARCHE - P01",,,"COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA",2025-02-24 13:05:05,"Laurea in giurisprudenza; Avvocato"
"http://dati.camera.it/ocd/persona.rdf/p308762","BENVENUTI GOSTOLI","STEFANO MARIA","19760117","nato a ANCONA, ANCONA, MARCHE, il 17.01.1976","ANCONA","male","MARCHE - P01",,,"COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI",2025-02-24 13:05:05,"Laurea in giurisprudenza; Avvocato"
"http://dati.camera.it/ocd/persona.rdf/p308762","BENVENUTI GOSTOLI","STEFANO MARIA","19760117","nato a ANCONA, ANCONA, MARCHE, il 17.01.1976","ANCONA","male","MARCHE - P01",,,"GIUNTA PER LE AUTORIZZAZIONI",2025-02-24 13:05:05,"Laurea in giurisprudenza; Avvocato"
"http://dati.camera.it/ocd/persona.rdf/p308762","BENVENUTI GOSTOLI","STEFANO MARIA","19760117","nato a ANCONA, ANCONA, MARCHE, il 17.01.1976","ANCONA","male","MARCHE - P01",,,"VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-02-24 13:05:05,"Laurea in giurisprudenza; Avvocato"
"http://dati.camera.it/ocd/persona.rdf/p307790","DELL'OLIO","GIANMAURO","19680307","nato a BARI, BARI, PUGLIA, il 07.03.1968","BARI","male","PUGLIA - P02",,,"COMMISSIONE PARLAMENTARE DI VIGILANZA SULLA CASSA DEPOSITI E PRESTITI",2025-02-24 13:04:52,"Laurea in economia aziendale, Executive MBA (Ross School of business, Michigan University); Commercialista; Consulente aziendale"
"http://dati.camera.it/ocd/persona.rdf/p307790","DELL'OLIO","GIANMAURO","19680307","nato a BARI, BARI, PUGLIA, il 07.03.1968","BARI","male","PUGLIA - P02",,,"V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2025-02-24 13:04:52,"Laurea in economia aziendale, Executive MBA (Ross School of business, Michigan University); Commercialista; Consulente aziendale"
"http://dati.camera.it/ocd/persona.rdf/p308807","CAROPPO","ANDREA","19790626","nato a POGGIARDO, LECCE, PUGLIA, il 26.06.1979","POGGIARDO","male","PUGLIA - P04",,,"COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE DELL'ACCORDO DI SCHENGEN, DI VIGILANZA SULL'ATTIVITA' DI EUROPOL, DI CONTROLLO E VIGILANZA IN MATERIA DI IMMIGRAZIONE",2025-02-24 13:05:04,"Laurea in giurisprudenza; Avvocato"
"http://dati.camera.it/ocd/persona.rdf/p308807","CAROPPO","ANDREA","19790626","nato a POGGIARDO, LECCE, PUGLIA, il 26.06.1979","POGGIARDO","male","PUGLIA - P04",,,"COMMISSIONE GIURISDIZIONALE PER IL PERSONALE",2025-02-24 13:05:04,"Laurea in giurisprudenza; Avvocato"
"http://dati.camera.it/ocd/persona.rdf/p308807","CAROPPO","ANDREA","19790626","nato a POGGIARDO, LECCE, PUGLIA, il 26.06.1979","POGGIARDO","male","PUGLIA - P04",,,"IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2025-02-24 13:05:04,"Laurea in giurisprudenza; Avvocato"
"http://dati.camera.it/ocd/persona.rdf/p307312","D'ATTIS","MAURO","19730730","nato a GALATINA, LECCE, PUGLIA, il 30.07.1973","GALATINA","male","PUGLIA - P04",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",2025-04-02 13:12:44,"Laurea in economia bancaria, finanziaria e assicurativa; Consulente aziendale"
"http://dati.camera.it/ocd/persona.rdf/p307312","D'ATTIS","MAURO","19730730","nato a GALATINA, LECCE, PUGLIA, il 30.07.1973","GALATINA","male","PUGLIA - P04",,,"V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2025-04-02 13:12:44,"Laurea in economia bancaria, finanziaria e assicurativa; Consulente aziendale"
"http://dati.camera.it/ocd/persona.rdf/p307575","MASCHIO","CIRO","19710723","nato a NEGRAR, VERONA, VENETO, il 23.07.1971","NEGRAR","male","VENETO 2 - P03",,,"CONFERENZA DEI PRESIDENTI DELLE COMMISSIONI PERMANENTI",2024-01-26 12:44:36,"Laurea in giurisprudenza; Avvocato"
"http://dati.camera.it/ocd/persona.rdf/p307575","MASCHIO","CIRO","19710723","nato a NEGRAR, VERONA, VENETO, il 23.07.1971","NEGRAR","male","VENETO 2 - P03",,,"II COMMISSIONE (GIUSTIZIA)",2024-01-26 12:44:36,"Laurea in giurisprudenza; Avvocato"
"http://dati.camera.it/ocd/persona.rdf/p305553","GADDA","MARIA CHIARA","19800206","nato a TRADATE, VARESE, LOMBARDIA, il 06.02.1980","TRADATE","female","LOMBARDIA 2 - P02",,,"XIII COMMISSIONE (AGRICOLTURA)",2025-04-02 13:13:47,"Laurea in ingegneria gestionale; Dipendente di azienda privata"
"http://dati.camera.it/ocd/persona.rdf/p305553","GADDA","MARIA CHIARA","19800206","nato a TRADATE, VARESE, LOMBARDIA, il 06.02.1980","TRADATE","female","LOMBARDIA 2 - P02",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUGLI EFFETTI ECONOMICI E SOCIALI DERIVANTI DALLA TRANSIZIONE DEMOGRAFICA IN ATTO",2025-04-02 13:13:47,"Laurea in ingegneria gestionale; Dipendente di azienda privata"
"http://dati.camera.it/ocd/persona.rdf/p308767","GALLO","FRANCESCO","19661103","nato a MESSINA, MESSINA, SICILIA, il 03.11.1966","MESSINA","male","SICILIA 2 - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",2025-02-24 13:04:50,"Laurea in giurisprudenza; Avvocato patrocinante in cassazione; Giornalista pubblicista"
"http://dati.camera.it/ocd/persona.rdf/p308767","GALLO","FRANCESCO","19661103","nato a MESSINA, MESSINA, SICILIA, il 03.11.1966","MESSINA","male","SICILIA 2 - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA MORTE DI DAVID ROSSI",2025-02-24 13:04:50,"Laurea in giurisprudenza; Avvocato patrocinante in cassazione; Giornalista pubblicista"
"http://dati.camera.it/ocd/persona.rdf/p308767","GALLO","FRANCESCO","19661103","nato a MESSINA, MESSINA, SICILIA, il 03.11.1966","MESSINA","male","SICILIA 2 - P01",,,"II COMMISSIONE (GIUSTIZIA)",2025-02-24 13:04:50,"Laurea in giurisprudenza; Avvocato patrocinante in cassazione; Giornalista pubblicista"
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02",,,"COLLEGIO DEI QUESTORI",2025-03-07 13:13:53,"Laurea in scienze politiche; Parlamentare; già Consigliere regionale del Piemonte; già Consigliere comunale città di Venaria Reale"
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02",,,"UFFICIO DI PRESIDENZA",2025-03-07 13:13:53,"Laurea in scienze politiche; Parlamentare; già Consigliere regionale del Piemonte; già Consigliere comunale città di Venaria Reale"
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02",,,"COMITATO DI VIGILANZA SULL'ATTIVITA' DI DOCUMENTAZIONE",2025-03-07 13:13:53,"Laurea in scienze politiche; Parlamentare; già Consigliere regionale del Piemonte; già Consigliere comunale città di Venaria Reale"
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02",,,"COMITATO PER GLI AFFARI DEL PERSONALE",2025-03-07 13:13:53,"Laurea in scienze politiche; Parlamentare; già Consigliere regionale del Piemonte; già Consigliere comunale città di Venaria Reale"
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02",,,"COMITATO PER LA SICUREZZA",2025-03-07 13:13:53,"Laurea in scienze politiche; Parlamentare; già Consigliere regionale del Piemonte; già Consigliere comunale città di Venaria Reale"
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02",,,"COMITATO PER LA COMUNICAZIONE E L'INFORMAZIONE ESTERNA",2025-03-07 13:13:53,"Laurea in scienze politiche; Parlamentare; già Consigliere regionale del Piemonte; già Consigliere comunale città di Venaria Reale"
"http://dati.camera.it/ocd/persona.rdf/p307471","BENVENUTO","ALESSANDRO MANUEL","19860723","nato a VENARIA REALE, TORINO, PIEMONTE, il 23.07.1986","VENARIA REALE","male","PIEMONTE 1 - P02",,,"VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-03-07 13:13:53,"Laurea in scienze politiche; Parlamentare; già Consigliere regionale del Piemonte; già Consigliere comunale città di Venaria Reale"
"http://dati.camera.it/ocd/persona.rdf/p308889","PIETRELLA","FABIO","19770411","nato a CARBONIA, SUD SARDEGNA, SARDEGNA, il 11.04.1977","CARBONIA","male","LOMBARDIA 1 - P02",,,"DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DEL CONSIGLIO D'EUROPA",2025-04-02 13:13:52,"Laurea in economia aziendale; Imprenditore del settore della moda"
"http://dati.camera.it/ocd/persona.rdf/p308889","PIETRELLA","FABIO","19770411","nato a CARBONIA, SUD SARDEGNA, SARDEGNA, il 11.04.1977","CARBONIA","male","LOMBARDIA 1 - P02",,,"COMMISSIONE PARLAMENTARE DI VIGILANZA SULLA CASSA DEPOSITI E PRESTITI",2025-04-02 13:13:52,"Laurea in economia aziendale; Imprenditore del settore della moda"
"http://dati.camera.it/ocd/persona.rdf/p308889","PIETRELLA","FABIO","19770411","nato a CARBONIA, SUD SARDEGNA, SARDEGNA, il 11.04.1977","CARBONIA","male","LOMBARDIA 1 - P02",,,"X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",2025-04-02 13:13:52,"Laurea in economia aziendale; Imprenditore del settore della moda"
"http://dati.camera.it/ocd/persona.rdf/p307822","L'ABBATE","PASQUA","19660502","nato a POLIGNANO A MARE, BARI, PUGLIA, il 02.05.1966","POLIGNANO A MARE","female","PUGLIA - P03",,,"VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-02-24 13:05:36,"Professoressa di economia ecologica; P.h.D."
"http://dati.camera.it/ocd/persona.rdf/p307822","L'ABBATE","PASQUA","19660502","nato a POLIGNANO A MARE, BARI, PUGLIA, il 02.05.1966","POLIGNANO A MARE","female","PUGLIA - P03",,,"COMMISSIONE PARLAMENTARE PER L'INFANZIA E L'ADOLESCENZA",2025-02-24 13:05:36,"Professoressa di economia ecologica; P.h.D."
"http://dati.camera.it/ocd/persona.rdf/p307826","LAUS","MAURO ANTONIO DONATO","19660807","nato a LAVELLO, POTENZA, BASILICATA, il 07.08.1966","LAVELLO","male","PIEMONTE 1 - P01",,,"XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)",2025-03-26 13:10:57,"Diploma di istituto tecnico industriale; Imprenditore del settore dei servizi"
"http://dati.camera.it/ocd/persona.rdf/p308243","PROVENZANO","GIUSEPPE LUCIANO CALOGERO","19820723","nato a SAN CATALDO, CALTANISSETTA, SICILIA, il 23.07.1982","SAN CATALDO","male","SICILIA 1 - P01",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",2025-02-24 13:05:36,"Dottorato di ricerca; Dirigente di istituto di ricerca"
"http://dati.camera.it/ocd/persona.rdf/p308243","PROVENZANO","GIUSEPPE LUCIANO CALOGERO","19820723","nato a SAN CATALDO, CALTANISSETTA, SICILIA, il 23.07.1982","SAN CATALDO","male","SICILIA 1 - P01",,,"III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-02-24 13:05:36,"Dottorato di ricerca; Dirigente di istituto di ricerca"
"http://dati.camera.it/ocd/persona.rdf/p308243","PROVENZANO","GIUSEPPE LUCIANO CALOGERO","19820723","nato a SAN CATALDO, CALTANISSETTA, SICILIA, il 23.07.1982","SAN CATALDO","male","SICILIA 1 - P01",,,"COMITATO PERMANENTE SULL'ATTUAZIONE DELL'AGENDA 2030 E LO SVILUPPO SOSTENIBILE",2025-02-24 13:05:36,"Dottorato di ricerca; Dirigente di istituto di ricerca"
"http://dati.camera.it/ocd/persona.rdf/p308243","PROVENZANO","GIUSEPPE LUCIANO CALOGERO","19820723","nato a SAN CATALDO, CALTANISSETTA, SICILIA, il 23.07.1982","SAN CATALDO","male","SICILIA 1 - P01",,,"COMITATO PERMANENTE SUGLI ITALIANI NEL MONDO",2025-02-24 13:05:36,"Dottorato di ricerca; Dirigente di istituto di ricerca"
"http://dati.camera.it/ocd/persona.rdf/p307657","CATTANEO","ALESSANDRO","19790612","nato a RHO, MILANO, LOMBARDIA, il 12.06.1979","RHO","male","LOMBARDIA 4 - P01",,,"COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI",2025-04-02 13:13:02,"Ingegnere; Ingegnere elettronico;"
"http://dati.camera.it/ocd/persona.rdf/p307657","CATTANEO","ALESSANDRO","19790612","nato a RHO, MILANO, LOMBARDIA, il 12.06.1979","RHO","male","LOMBARDIA 4 - P01",,,"IX COMMISSIONE (TRASPORTI, POSTE E TELECOMUNICAZIONI)",2025-04-02 13:13:02,"Ingegnere; Ingegnere elettronico;"
"http://dati.camera.it/ocd/persona.rdf/p308897","MESSINA","MANLIO","19731112","nato a CATANIA, CATANIA, SICILIA, il 12.11.1973","CATANIA","male","SICILIA 2 - P02",,,"COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE DELL'ACCORDO DI SCHENGEN, DI VIGILANZA SULL'ATTIVITA' DI EUROPOL, DI CONTROLLO E VIGILANZA IN MATERIA DI IMMIGRAZIONE",2025-02-24 13:05:05,"Laurea in economia e commercio; Imprenditore"
"http://dati.camera.it/ocd/persona.rdf/p308897","MESSINA","MANLIO","19731112","nato a CATANIA, CATANIA, SICILIA, il 12.11.1973","CATANIA","male","SICILIA 2 - P02",,,"VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2025-02-24 13:05:05,"Laurea in economia e commercio; Imprenditore"
"http://dati.camera.it/ocd/persona.rdf/p301457","FRASSINETTI","PAOLA","19560502","nato a GENOVA, GENOVA, LIGURIA, il 02.05.1956","GENOVA","female","LOMBARDIA 1 - P02",,,"VII COMMISSIONE (CULTURA, SCIENZA E ISTRUZIONE)",2024-01-26 12:45:01,"Laurea in giurisprudenza; Avvocato"
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02",,,"COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE DELL'ACCORDO DI SCHENGEN, DI VIGILANZA SULL'ATTIVITA' DI EUROPOL, DI CONTROLLO E VIGILANZA IN MATERIA DI IMMIGRAZIONE",2025-04-02 13:12:45,"Laurea in Economia aziendale e gestione delle imprese internazionali; Imprenditrice del settore metalmeccanico"
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI LAVORO IN ITALIA, SULLO SFRUTTAMENTO E SULLA TUTELA DELLA SALUTE E DELLA SICUREZZA NEI LUOGHI DI LAVORO PUBBLICI E PRIVATI",2025-04-02 13:12:45,"Laurea in Economia aziendale e gestione delle imprese internazionali; Imprenditrice del settore metalmeccanico"
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02",,,"COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI",2025-04-02 13:12:45,"Laurea in Economia aziendale e gestione delle imprese internazionali; Imprenditrice del settore metalmeccanico"
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02",,,"III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-04-02 13:12:45,"Laurea in Economia aziendale e gestione delle imprese internazionali; Imprenditrice del settore metalmeccanico"
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02",,,"COMITATO PERMANENTE SULL'ATTUAZIONE DELL'AGENDA 2030 E LO SVILUPPO SOSTENIBILE",2025-04-02 13:12:45,"Laurea in Economia aziendale e gestione delle imprese internazionali; Imprenditrice del settore metalmeccanico"
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02",,,"COMITATO PERMANENTE SUI DIRITTI UMANI NEL MONDO",2025-04-02 13:12:45,"Laurea in Economia aziendale e gestione delle imprese internazionali; Imprenditrice del settore metalmeccanico"
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02",,,"COMITATO PERMANENTE SUGLI ITALIANI NEL MONDO",2025-04-02 13:12:45,"Laurea in Economia aziendale e gestione delle imprese internazionali; Imprenditrice del settore metalmeccanico"
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02",,,"COMITATO PERMANENTE SUL COMMERCIO INTERNAZIONALE",2025-04-02 13:12:45,"Laurea in Economia aziendale e gestione delle imprese internazionali; Imprenditrice del settore metalmeccanico"
